"OBJECTID,N,9,0","Region,C,254","Division,C,254","ID,N,19,11","School,C,254","Municipali,C,254","Legislativ,C,254","Total_Enro,N,19,11","Total_Inst,N,19,11","Color_Code,C,254","Barangay,C,254","Province,C,254","District,C,254","Type_of_Sc,C,254","GPS_Source,C,50"
6693,CARAGA,Surigao del Sur,132678.00000000000,S. N. Azarcon PS,CANTILAN,1st,30.00000000000,3.00000000000,Blue,Magosilom,SURIGAO DEL SUR,Cantilan II,School with no Annexes,SEDIP
6694,CARAGA,Surigao del Sur,132666.00000000000,Tigabong ES,CANTILAN,1st,76.00000000000,4.00000000000,Blue,Tigabong,SURIGAO DEL SUR,Cantilan I,School with no Annexes,SEDIP
6695,CARAGA,Surigao del Sur,132692.00000000000,Bon-ot ES,CARRASCAL,1st,149.00000000000,8.00000000000,Blue,Bon-ot,SURIGAO DEL SUR,Carrascal,School with no Annexes,SEDIP
6696,CARAGA,Surigao del Sur,132693.00000000000,Caglayag ES,CARRASCAL,1st,70.00000000000,4.00000000000,Blue,Caglayag,SURIGAO DEL SUR,Carrascal,School with no Annexes,SEDIP
6697,CARAGA,Surigao del Sur,132695.00000000000,Carrascal CES,CARRASCAL,1st,669.00000000000,25.00000000000,Blue,Bay-bay,SURIGAO DEL SUR,Carrascal,School with no Annexes,SEDIP
6698,CARAGA,Surigao del Sur,132696.00000000000,Dahican ES,CARRASCAL,1st,117.00000000000,4.00000000000,Blue,Dahican,SURIGAO DEL SUR,Carrascal,School with no Annexes,SEDIP
6699,CARAGA,Surigao del Sur,132704.00000000000,Tag-anito ES,CARRASCAL,1st,73.00000000000,4.00000000000,Blue,Tag-anito,SURIGAO DEL SUR,Carrascal,School with no Annexes,SEDIP
6700,CARAGA,Surigao del Sur,132823.00000000000,Estuya-Uriat ES,MADRID,1st,113.00000000000,6.00000000000,Blue,Panayogon,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6701,CARAGA,Surigao del Sur,132824.00000000000,Madrid CES,MADRID,1st,696.00000000000,33.00000000000,Blue,Quirino,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6702,CARAGA,Surigao del Sur,132825.00000000000,Magsaysay ES,MADRID,1st,144.00000000000,7.00000000000,Blue,Magsaysay,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6703,CARAGA,Surigao del Sur,132826.00000000000,Manga ES,MADRID,1st,131.00000000000,7.00000000000,Blue,Manga,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6704,CARAGA,Surigao del Sur,132827.00000000000,Patongpatong ES,MADRID,1st,145.00000000000,6.00000000000,Blue,Patongpatong,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6705,CARAGA,Surigao del Sur,132828.00000000000,San Antonio ES,MADRID,1st,124.00000000000,6.00000000000,Blue,San Antonio,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6706,CARAGA,Surigao del Sur,132831.00000000000,Songkit ES,MADRID,1st,78.00000000000,3.00000000000,Blue,Songkit,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6707,CARAGA,Surigao del Sur,132832.00000000000,Union ES,MADRID,1st,158.00000000000,7.00000000000,Blue,Union,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6708,CARAGA,Surigao del Sur,132729.00000000000,Cambatong ES,HINATUAN,2nd,295.00000000000,7.00000000000,Blue,Cambatong,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6709,CARAGA,Surigao del Sur,132574.00000000000,Cabacungan ES,BAROBO,2nd,219.00000000000,4.00000000000,Gold,Cabacungan,SURIGAO DEL SUR,Barobo I,School with no Annexes,SEDIP
6710,CARAGA,Surigao del Sur,132585.00000000000,Maapod ES,BAROBO,2nd,111.00000000000,3.00000000000,Blue,Cabacungan,SURIGAO DEL SUR,Barobo I,School with no Annexes,SEDIP
6711,CARAGA,Surigao del Sur,132719.00000000000,Agsaban PS,HINATUAN,2nd,22.00000000000,2.00000000000,Blue,Talisay,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6712,CARAGA,Surigao del Sur,132722.00000000000,Baculin ES,HINATUAN,2nd,257.00000000000,7.00000000000,Blue,Baculin,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6713,CARAGA,Surigao del Sur,132728.00000000000,Cacawan ES,HINATUAN,2nd,69.00000000000,3.00000000000,Blue,Cambatong,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6714,CARAGA,Surigao del Sur,132730.00000000000,Campa ES,HINATUAN,2nd,91.00000000000,3.00000000000,Blue,Campa,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6715,CARAGA,Surigao del Sur,132733.00000000000,Harip ES,HINATUAN,2nd,89.00000000000,3.00000000000,Blue,Harip,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6716,CARAGA,Surigao del Sur,132740.00000000000,Maligaya ES,HINATUAN,2nd,112.00000000000,4.00000000000,Blue,Maligaya,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6717,CARAGA,Surigao del Sur,132742.00000000000,Pocto ES,HINATUAN,2nd,162.00000000000,6.00000000000,Blue,Pocto,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6718,CARAGA,Surigao del Sur,132743.00000000000,Portlamon ES,HINATUAN,2nd,244.00000000000,7.00000000000,Blue,Portlamon,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6719,CARAGA,Surigao del Sur,132746.00000000000,Roxas ES,HINATUAN,2nd,123.00000000000,4.00000000000,Blue,Roxas,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6720,CARAGA,Surigao del Sur,132753.00000000000,Talisay ES,HINATUAN,2nd,251.00000000000,8.00000000000,Blue,Talisay,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6721,CARAGA,Surigao del Sur,132741.00000000000,Plateau PS,HINATUAN,2nd,15.00000000000,1.00000000000,Blue,Portlamon,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6722,CARAGA,Surigao del Sur,132752.00000000000,Tagbobonga ES,HINATUAN,2nd,75.00000000000,3.00000000000,Blue,San Ramon,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6723,CARAGA,Bislig City,132612.00000000000,Caguyao ES,CITY OF BISLIG,2nd,98.00000000000,3.00000000000,Blue,Caguyao,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6724,CARAGA,Bislig City,132614.00000000000,Delot PS,CITY OF BISLIG,2nd,80.00000000000,1.00000000000,Red,San Vicente,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6725,CARAGA,Surigao del Sur,132720.00000000000,Almaria PS,HINATUAN,2nd,17.00000000000,1.00000000000,Blue,Bigaan,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6726,CARAGA,Surigao del Sur,132721.00000000000,Aloba ES,HINATUAN,2nd,166.00000000000,4.00000000000,Blue,Loyola,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6727,CARAGA,Surigao del Sur,132723.00000000000,Balbuena ES,HINATUAN,2nd,110.00000000000,3.00000000000,Blue,Tidman,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6728,CARAGA,Surigao del Sur,132724.00000000000,Bigaan ES,HINATUAN,2nd,316.00000000000,9.00000000000,Blue,Bigaan,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6729,CARAGA,Surigao del Sur,132725.00000000000,Bingcongan ES,HINATUAN,2nd,331.00000000000,7.00000000000,Yellow,Bigaan,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6730,CARAGA,Surigao del Sur,132726.00000000000,Bitoon ES,HINATUAN,2nd,202.00000000000,6.00000000000,Blue,Bitoon,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6731,CARAGA,Surigao del Sur,132732.00000000000,Dugmanon ES,HINATUAN,2nd,242.00000000000,7.00000000000,Blue,Dugmanon,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6732,CARAGA,Surigao del Sur,132734.00000000000,Hinatuan North CES,HINATUAN,2nd,570.00000000000,19.00000000000,Blue,Maharlika,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6733,CARAGA,Surigao del Sur,132735.00000000000,Hinatuan South CES,HINATUAN,2nd,1123.00000000000,37.00000000000,Blue,Lacasa,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6734,CARAGA,Surigao del Sur,132738.00000000000,Loyola ES,HINATUAN,2nd,218.00000000000,7.00000000000,Blue,Loyola,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6735,CARAGA,Surigao del Sur,132747.00000000000,San Juan ES,HINATUAN,2nd,189.00000000000,6.00000000000,Blue,San Juan,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6736,CARAGA,Surigao del Sur,132749.00000000000,Sasa ES,HINATUAN,2nd,132.00000000000,3.00000000000,Blue,Sasa,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6737,CARAGA,Surigao del Sur,132751.00000000000,Tagasaka ES,HINATUAN,2nd,321.00000000000,14.00000000000,Blue,Tagasaka,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6738,CARAGA,Surigao del Sur,132754.00000000000,Tarusan ES,HINATUAN,2nd,120.00000000000,6.00000000000,Blue,Tarusan,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6739,CARAGA,Surigao del Sur,132755.00000000000,Tidman ES,HINATUAN,2nd,465.00000000000,14.00000000000,Blue,Tidman,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6740,CARAGA,Surigao del Sur,132756.00000000000,Tiwi ES,HINATUAN,2nd,94.00000000000,3.00000000000,Blue,Tiwi,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6741,CARAGA,Surigao del Sur,132757.00000000000,Urabangon ES,HINATUAN,2nd,73.00000000000,3.00000000000,Blue,Bigaan,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6742,CARAGA,Surigao del Sur,132744.00000000000,Rio PS,HINATUAN,2nd,24.00000000000,1.00000000000,Blue,Tagasaka,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6743,CARAGA,Surigao del Sur,132748.00000000000,San Miguel ES,HINATUAN,2nd,71.00000000000,3.00000000000,Blue,Bigaan,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6744,CARAGA,Surigao del Sur,132745.00000000000,Rocky PS,HINATUAN,2nd,31.00000000000,1.00000000000,Blue,San Ramon,SURIGAO DEL SUR,Hinatuan South,School with no Annexes,SEDIP
6745,CARAGA,Surigao del Sur,132750.00000000000,Tabok ES,HINATUAN,2nd,149.00000000000,4.00000000000,Blue,Aquino,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6746,CARAGA,Surigao del Sur,132739.00000000000,Mahayahay PS,HINATUAN,2nd,24.00000000000,1.00000000000,Blue,Pocto,SURIGAO DEL SUR,Hinatuan North,School with no Annexes,SEDIP
6747,CARAGA,Surigao del Sur,132758.00000000000,Agsam ES,LANUZA,1st,341.00000000000,2.00000000000,Red,Agsam,SURIGAO DEL SUR,Lanuza,School with no Annexes,SEDIP
6748,CARAGA,Surigao del Sur,132680.00000000000,Antao ES,CARMEN,1st,151.00000000000,8.00000000000,Blue,Antao,SURIGAO DEL SUR,Carmen,School with no Annexes,SEDIP
6749,CARAGA,Surigao del Sur,132759.00000000000,Bocawe ES,LANUZA,1st,94.00000000000,3.00000000000,Blue,Bocawe,SURIGAO DEL SUR,Lanuza,School with no Annexes,SEDIP
6750,CARAGA,Surigao del Sur,132760.00000000000,Bunga ES,LANUZA,1st,191.00000000000,6.00000000000,Blue,Bunga,SURIGAO DEL SUR,Lanuza,School with no Annexes,SEDIP
6751,CARAGA,Surigao del Sur,132681.00000000000,Cancavan ES,CARMEN,1st,60.00000000000,3.00000000000,Blue,Cancavan,SURIGAO DEL SUR,Carmen,School with no Annexes,SEDIP
6752,CARAGA,Surigao del Sur,132682.00000000000,Carmen CES,CARMEN,1st,372.00000000000,18.00000000000,Blue,Poblacion,SURIGAO DEL SUR,Carmen,School with no Annexes,SEDIP
6753,CARAGA,Surigao del Sur,132684.00000000000,Esperanza ES,CARMEN,1st,118.00000000000,9.00000000000,Blue,Esperanza,SURIGAO DEL SUR,Carmen,School with no Annexes,SEDIP
6754,CARAGA,Surigao del Sur,132761.00000000000,Gamuton ES,LANUZA,1st,147.00000000000,7.00000000000,Blue,Gamuton,SURIGAO DEL SUR,Lanuza,School with no Annexes,SEDIP
6755,CARAGA,Surigao del Sur,132762.00000000000,Habag PS,LANUZA,1st,52.00000000000,1.00000000000,Gold,Habag,SURIGAO DEL SUR,Lanuza,School with no Annexes,SEDIP
6756,CARAGA,Surigao del Sur,132763.00000000000,Lanuza CES,LANUZA,1st,365.00000000000,17.00000000000,Blue,Zone-4,SURIGAO DEL SUR,Lanuza,School with no Annexes,SEDIP
6757,CARAGA,Surigao del Sur,132766.00000000000,Pakwan ES,LANUZA,1st,249.00000000000,4.00000000000,Red,Pakwan,SURIGAO DEL SUR,Lanuza,School with no Annexes,SEDIP
6758,CARAGA,Surigao del Sur,132683.00000000000,Don Gonzalo Puyat MES,CARMEN,1st,247.00000000000,9.00000000000,Blue,Puyat,SURIGAO DEL SUR,Carmen,School with no Annexes,SEDIP
6759,CARAGA,Surigao del Sur,132767.00000000000,Sibahay ES,LANUZA,1st,163.00000000000,6.00000000000,Blue,Sibahay,SURIGAO DEL SUR,Lanuza,School with no Annexes,SEDIP
6760,CARAGA,Surigao del Sur,132679.00000000000,Antonio Borda MES,CARMEN,1st,143.00000000000,7.00000000000,Blue,Sta. Cruz,SURIGAO DEL SUR,Carmen,School with no Annexes,SEDIP
6761,CARAGA,Surigao del Sur,132820.00000000000,Bagsac ES,MADRID,1st,59.00000000000,3.00000000000,Blue,Bagsac,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6762,CARAGA,Surigao del Sur,132822.00000000000,Carac-an ES,MADRID,1st,148.00000000000,7.00000000000,Blue,San Juan,SURIGAO DEL SUR,Madrid,School with no Annexes,SEDIP
6763,CARAGA,Surigao del Sur,132800.00000000000,Mansailao ES,LINGIG,2nd,99.00000000000,3.00000000000,Blue,Mansailao,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6764,CARAGA,Surigao del Sur,132784.00000000000,Anibongan ES,LINGIG,2nd,117.00000000000,4.00000000000,Blue,Anibongan,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6765,CARAGA,Surigao del Sur,132785.00000000000,Antonio A. Orozco PS,LINGIG,2nd,32.00000000000,2.00000000000,Blue,Pagtilaan,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6766,CARAGA,Surigao del Sur,132787.00000000000,Bentigan PS,LINGIG,2nd,23.00000000000,1.00000000000,Blue,Pagtilaan,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6767,CARAGA,Surigao del Sur,132788.00000000000,Bogak ES,LINGIG,2nd,102.00000000000,3.00000000000,Blue,Bogak,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6768,CARAGA,Surigao del Sur,132791.00000000000,Haguimitan PS,LINGIG,2nd,23.00000000000,3.00000000000,Blue,Anibongan,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6769,CARAGA,Surigao del Sur,132792.00000000000,Hamindang PS,LINGIG,2nd,23.00000000000,1.00000000000,Blue,Sabang,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6770,CARAGA,Surigao del Sur,132793.00000000000,Handamayan ES,LINGIG,2nd,79.00000000000,1.00000000000,Red,Handamayan,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6771,CARAGA,Surigao del Sur,132794.00000000000,Hinipaan ES,LINGIG,2nd,158.00000000000,5.00000000000,Blue,Poblacion,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6772,CARAGA,Surigao del Sur,132796.00000000000,Lingig CES,LINGIG,2nd,1056.00000000000,22.00000000000,Yellow,Verano,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6773,CARAGA,Surigao del Sur,132797.00000000000,Mahabo ES,LINGIG,2nd,218.00000000000,6.00000000000,Blue,Mahayahay,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6774,CARAGA,Surigao del Sur,132799.00000000000,Mandus ES,LINGIG,2nd,425.00000000000,14.00000000000,Blue,Mandus,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6775,CARAGA,Surigao del Sur,132801.00000000000,Maubgob PS,LINGIG,2nd,16.00000000000,1.00000000000,Blue,Palo-Alto,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6776,CARAGA,Surigao del Sur,132803.00000000000,Napanpanan PS,LINGIG,2nd,56.00000000000,1.00000000000,Red,Rajah Cabungsuan,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6777,CARAGA,Surigao del Sur,132804.00000000000,Obon PS,LINGIG,2nd,29.00000000000,2.00000000000,Blue,Sabang,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6778,CARAGA,Surigao del Sur,132805.00000000000,Pagtilaan ES,LINGIG,2nd,315.00000000000,9.00000000000,Blue,Pagtilaan,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6779,CARAGA,Surigao del Sur,132806.00000000000,Palo Alto ES,LINGIG,2nd,70.00000000000,4.00000000000,Blue,Palo Alto,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6780,CARAGA,Surigao del Sur,132808.00000000000,Rajah Cabungsuan ES,LINGIG,2nd,259.00000000000,6.00000000000,Blue,Rajah Cabungsuan,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6781,CARAGA,Surigao del Sur,132810.00000000000,San Roque ES,LINGIG,2nd,213.00000000000,4.00000000000,Gold,San Roque,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6782,CARAGA,Surigao del Sur,132816.00000000000,Tigbawan PS,LINGIG,2nd,26.00000000000,2.00000000000,Blue,San Roque,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6783,CARAGA,Surigao del Sur,132817.00000000000,Tomas Sim ES,LINGIG,2nd,232.00000000000,7.00000000000,Blue,Sabang,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6784,CARAGA,Surigao del Sur,132818.00000000000,Union ES,LINGIG,2nd,238.00000000000,6.00000000000,Blue,Union,SURIGAO DEL SUR,Lingig I,School with no Annexes,SEDIP
6785,CARAGA,Bislig City,132838.00000000000,Caramcam ES,CITY OF BISLIG,2nd,812.00000000000,18.00000000000,Blue,Mangagoy,SURIGAO DEL SUR,Mangagoy II,School with no Annexes,SEDIP
6786,CARAGA,Bislig City,132608.00000000000,Bebiano Alba ES,CITY OF BISLIG,2nd,161.00000000000,5.00000000000,Blue,Sibaroy,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6787,CARAGA,Bislig City,132609.00000000000,Bislig CES,CITY OF BISLIG,2nd,1267.00000000000,38.00000000000,Blue,Poblacion Bislig,SURIGAO DEL SUR,Bislig City I,School with no Annexes,SEDIP
6788,CARAGA,Bislig City,132610.00000000000,Bucto ES,CITY OF BISLIG,2nd,109.00000000000,4.00000000000,Blue,Bucto,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6789,CARAGA,Bislig City,132613.00000000000,Coleto ES,CITY OF BISLIG,2nd,265.00000000000,6.00000000000,Blue,Coleto,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6790,CARAGA,Bislig City,132841.00000000000,Lawigan ES,CITY OF BISLIG,2nd,218.00000000000,6.00000000000,Blue,Lawigan,SURIGAO DEL SUR,Mangagoy II,School with no Annexes,SEDIP
6791,CARAGA,Bislig City,132621.00000000000,Mantaban ES,CITY OF BISLIG,2nd,88.00000000000,2.00000000000,Blue,San Vicente,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6792,CARAGA,Bislig City,132623.00000000000,SER-FEL Mone ES,CITY OF BISLIG,2nd,255.00000000000,9.00000000000,Blue,Mone,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6793,CARAGA,Bislig City,132625.00000000000,Pamanlinan ES,CITY OF BISLIG,2nd,141.00000000000,4.00000000000,Blue,Pamanlinan,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6794,CARAGA,Bislig City,132628.00000000000,R. Castillo ES,CITY OF BISLIG,2nd,210.00000000000,6.00000000000,Blue,Mancarogo,SURIGAO DEL SUR,Bislig City I,School with no Annexes,SEDIP
6795,CARAGA,Bislig City,132631.00000000000,San Fernando ES,CITY OF BISLIG,2nd,357.00000000000,12.00000000000,Blue,San Fernando,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6796,CARAGA,Bislig City,132632.00000000000,San Isidro ES,CITY OF BISLIG,2nd,293.00000000000,10.00000000000,Blue,San Isidro,SURIGAO DEL SUR,Bislig City I,School with no Annexes,SEDIP
6797,CARAGA,Bislig City,132635.00000000000,San Roque CES,CITY OF BISLIG,2nd,444.00000000000,14.00000000000,Blue,San Roque,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6798,CARAGA,Bislig City,132641.00000000000,Pablo B. Duray ES,CITY OF BISLIG,2nd,174.00000000000,5.00000000000,Blue,Tumanan,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6799,CARAGA,Surigao del Sur,132789.00000000000,Bongan ES,LINGIG,2nd,73.00000000000,1.00000000000,Red,Bongan,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6800,CARAGA,Surigao del Sur,132790.00000000000,Guitamondok ES,LINGIG,2nd,73.00000000000,4.00000000000,Blue,Bongan,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6801,CARAGA,Surigao del Sur,132807.00000000000,Pedro Redondo ES,LINGIG,2nd,127.00000000000,4.00000000000,Blue,Valencia,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6802,CARAGA,Surigao del Sur,132819.00000000000,Valencia ES,LINGIG,2nd,90.00000000000,2.00000000000,Blue,Valencia,SURIGAO DEL SUR,Lingig II,School with no Annexes,SEDIP
6803,CARAGA,Bislig City,132833.00000000000,Mangagoy CES,CITY OF BISLIG,2nd,1093.00000000000,28.00000000000,Blue,Mangagoy,SURIGAO DEL SUR,Mangagoy I,School with no Annexes,SEDIP
6804,CARAGA,Bislig City,132834.00000000000,Mangagoy East ES,CITY OF BISLIG,2nd,389.00000000000,17.00000000000,Blue,Mangagoy,SURIGAO DEL SUR,Mangagoy I,School with no Annexes,SEDIP
6805,CARAGA,Bislig City,132835.00000000000,Mangagoy Hilltop ES,CITY OF BISLIG,2nd,422.00000000000,21.00000000000,Blue,Mangagoy,SURIGAO DEL SUR,Mangagoy I,School with no Annexes,SEDIP
6806,CARAGA,Bislig City,132607.00000000000,Balingan ES,CITY OF BISLIG,2nd,511.00000000000,14.00000000000,Blue,Cumawas,SURIGAO DEL SUR,Bislig City I,School with no Annexes,SEDIP
6807,CARAGA,Bislig City,132839.00000000000,Espiritu ES,CITY OF BISLIG,2nd,177.00000000000,6.00000000000,Blue,Labisma,SURIGAO DEL SUR,Mangagoy II,School with no Annexes,SEDIP
6808,CARAGA,Bislig City,132615.00000000000,F. C. Pedraverde Lindo ES,CITY OF BISLIG,2nd,136.00000000000,7.00000000000,Blue,Mangagoy,SURIGAO DEL SUR,Bislig City I,School with no Annexes,SEDIP
6809,CARAGA,Bislig City,132618.00000000000,Isabelo Landeta ES,CITY OF BISLIG,2nd,209.00000000000,8.00000000000,Blue,Mangagoy,SURIGAO DEL SUR,Bislig City I,School with no Annexes,SEDIP
6810,CARAGA,Bislig City,132840.00000000000,Labisma ES,CITY OF BISLIG,2nd,175.00000000000,8.00000000000,Blue,Labisma,SURIGAO DEL SUR,Mangagoy II,School with no Annexes,SEDIP
6811,CARAGA,Bislig City,132625.00000000000,Pamanlinan ES,CITY OF BISLIG,2nd,141.00000000000,4.00000000000,Blue,Pamanlinan,SURIGAO DEL SUR,Bislig City II,School with no Annexes,SEDIP
6812,CARAGA,Bislig City,132842.00000000000,Paler-Lumayog ES,CITY OF BISLIG,2nd,91.00000000000,6.00000000000,Blue,Tabon,SURIGAO DEL SUR,Mangagoy II,School with no Annexes,SEDIP
6813,CARAGA,Bislig City,132843.00000000000,Plaza CES,CITY OF BISLIG,2nd,756.00000000000,20.00000000000,Blue,Tabon,SURIGAO DEL SUR,Mangagoy II,School with no Annexes,SEDIP
6814,CARAGA,Bislig City,132844.00000000000,Requina ES,CITY OF BISLIG,2nd,520.00000000000,18.00000000000,Blue,Tabon,SURIGAO DEL SUR,Mangagoy II,School with no Annexes,SEDIP
6815,CARAGA,Surigao del Sur,132849.00000000000,Lingaya ES,MARIHATAG,1st,118.00000000000,3.00000000000,Blue,Alegria,SURIGAO DEL SUR,Marihatag,School with no Annexes,SEDIP
6816,CARAGA,Surigao del Sur,132650.00000000000,Mat-e ES,CAGWAIT,1st,101.00000000000,4.00000000000,Blue,Mat-e,SURIGAO DEL SUR,Cagwait,School with no Annexes,SEDIP
6817,CARAGA,Surigao del Sur,132604.00000000000,La Paz ES,BAYABAS,1st,196.00000000000,7.00000000000,Blue,La Paz,SURIGAO DEL SUR,Bayabas,School with no Annexes,SEDIP
6818,CARAGA,Surigao del Sur,132600.00000000000,Amag ES,BAYABAS,1st,218.00000000000,6.00000000000,Blue,Amag,SURIGAO DEL SUR,Bayabas,School with no Annexes,SEDIP
6819,CARAGA,Surigao del Sur,132601.00000000000,Bayabas CES,BAYABAS,1st,213.00000000000,11.00000000000,Blue,Balete,SURIGAO DEL SUR,Bayabas,School with no Annexes,SEDIP
6820,CARAGA,Surigao del Sur,132643.00000000000,Aras-asan ES,CAGWAIT,1st,714.00000000000,20.00000000000,Blue,Aras-asan,SURIGAO DEL SUR,Cagwait,School with no Annexes,SEDIP
